日付,🔖性別,年齢,🔖好きな季節,🔖居住タイプ,🔖教育レベル,🔖好みのアクティビティ,未使用,カウント,山までの距離(マイル),ビーチまでの距離(マイル),旅行頻度,年収($),休暇予算($),🔖ペット,🔖環境への懸念
2024-09-01,0,33,spring,suburban,bachelor,hiking,,,63,239,4,29309,1669,0,0
2024-09-01,2,65,fall,rural,high school,sunbathing,,,154,35,5,68870,4292,0,0
2024-09-01,0,45,spring,rural,master,skiing,,,214,8,2,99877,4526,1,0
2024-09-01,1,34,fall,urban,doctorate,sunbathing,,,72,191,2,35841,1133,0,1
2024-09-01,1,55,winter,suburban,high school,swimming,,,102,197,2,50193,849,0,1
2024-09-01,2,67,summer,suburban,master,swimming,,,277,217,3,69710,4585,1,0
2024-09-01,0,66,winter,rural,high school,swimming,,,254,186,1,41327,4324,1,1
2024-09-01,1,61,winter,urban,high school,sunbathing,,,284,24,9,97842,2061,1,1
2024-09-01,2,32,fall,rural,high school,skiing,,,168,254,9,71202,3203,1,1
2024-09-01,0,48,fall,rural,bachelor,sunbathing,,,227,50,9,75889,3625,0,0
2024-09-01,1,24,fall,suburban,doctorate,swimming,,,195,84,2,37192,3971,1,1
2024-09-01,0,63,spring,urban,bachelor,hiking,,,275,154,5,104342,4489,0,0
2024-09-01,2,47,spring,suburban,bachelor,skiing,,,76,159,6,46024,2258,0,0
2024-09-01,2,53,fall,suburban,bachelor,hiking,,,127,29,0,36369,4391,1,0
2024-09-01,2,66,fall,rural,master,hiking,,,73,15,5,108070,2500,1,0
2024-09-01,1,43,winter,suburban,doctorate,hiking,,,270,28,9,101429,3016,1,0
2024-09-01,2,28,summer,rural,master,hiking,,,238,194,9,102556,4853,0,1
2024-09-01,0,23,winter,suburban,bachelor,skiing,,,150,271,6,49695,2360,0,1
2024-09-01,1,59,summer,urban,bachelor,sunbathing,,,220,3,3,26162,4356,0,0
2024-09-01,2,46,spring,suburban,doctorate,hiking,,,214,117,6,52814,2729,0,0
2024-09-01,2,45,winter,rural,master,skiing,,,127,285,3,72366,2921,0,1
2024-09-01,1,32,winter,rural,high school,swimming,,,265,293,2,57319,770,1,0
2024-09-01,2,46,spring,suburban,doctorate,sunbathing,,,145,161,4,95631,2373,0,1
2024-09-01,0,23,summer,urban,high school,swimming,,,165,120,9,81404,2521,0,1
2024-09-01,1,65,winter,suburban,high school,sunbathing,,,271,43,7,64855,527,0,0
2024-09-01,0,29,fall,suburban,doctorate,hiking,,,182,148,8,20623,3460,0,0
2024-09-01,0,68,winter,suburban,doctorate,sunbathing,,,190,153,8,50204,3777,1,1
2024-09-01,2,33,summer,urban,doctorate,skiing,,,277,117,4,34864,3404,1,1
2024-09-01,1,63,summer,urban,bachelor,sunbathing,,,268,263,7,92225,2532,1,0
2024-09-01,2,55,spring,suburban,bachelor,swimming,,,251,273,4,100877,2684,0,1
2024-09-01,0,26,winter,rural,bachelor,hiking,,,120,228,6,111604,2375,1,0
2024-09-01,2,39,fall,rural,high school,hiking,,,103,129,7,20284,1834,0,0
2024-09-01,2,50,winter,urban,high school,skiing,,,49,49,5,53139,4431,0,1
2024-09-01,0,43,summer,urban,doctorate,sunbathing,,,92,111,9,37925,2497,1,1
2024-09-01,2,57,fall,urban,doctorate,sunbathing,,,34,242,4,50659,611,1,0
2024-09-01,0,24,summer,rural,doctorate,sunbathing,,,131,88,9,116279,2627,1,1
2024-09-01,1,63,summer,rural,bachelor,hiking,,,182,108,6,42506,4950,1,1
2024-09-01,0,49,winter,urban,bachelor,hiking,,,260,100,9,43699,1012,0,0
2024-09-01,1,57,spring,urban,doctorate,skiing,,,37,3,4,41842,4505,1,0
2024-09-01,0,60,spring,suburban,master,swimming,,,116,55,3,86256,2502,1,1
2024-09-01,0,41,spring,suburban,bachelor,skiing,,,280,101,4,109267,2611,1,1
2024-09-01,2,58,summer,rural,master,skiing,,,76,221,4,100471,2959,1,1
2024-09-01,1,68,spring,rural,high school,hiking,,,215,30,2,113274,895,0,0
2024-09-01,0,56,spring,suburban,bachelor,hiking,,,184,293,6,42090,2140,1,1
2024-09-01,2,55,spring,suburban,doctorate,swimming,,,178,134,8,97526,4462,0,1
2024-09-01,2,67,spring,suburban,high school,swimming,,,24,49,2,67623,4566,1,1
2024-09-01,1,54,winter,urban,high school,sunbathing,,,177,257,5,107480,592,0,1
2024-09-01,2,36,winter,urban,bachelor,hiking,,,49,259,4,105952,653,1,0
2024-09-01,2,60,fall,urban,master,swimming,,,8,35,6,50915,2394,1,1
2024-09-01,0,22,summer,urban,master,hiking,,,177,255,2,64388,4635,1,0
2024-09-01,1,47,summer,rural,high school,sunbathing,,,36,153,5,102764,4277,0,1
2024-09-01,1,42,spring,suburban,high school,hiking,,,68,204,6,118718,2071,1,0
2024-09-01,1,47,spring,suburban,high school,skiing,,,291,71,7,111934,2983,0,0
2024-09-01,1,42,fall,suburban,doctorate,skiing,,,282,55,2,86719,1753,1,0
2024-09-01,2,26,fall,suburban,bachelor,swimming,,,212,34,4,23495,1934,1,1
2024-09-01,1,44,summer,suburban,master,sunbathing,,,266,132,7,104326,2666,0,1
2024-09-01,2,41,summer,rural,bachelor,sunbathing,,,171,126,0,48396,2340,0,0
2024-09-01,2,57,spring,rural,master,swimming,,,39,12,8,98775,3980,1,0
2024-09-01,2,60,summer,suburban,master,sunbathing,,,141,18,5,31576,575,0,0
2024-09-01,2,55,spring,suburban,master,swimming,,,291,165,9,54733,3414,1,0
2024-09-01,1,32,fall,urban,high school,sunbathing,,,189,271,3,99989,1901,0,1
2024-09-01,2,55,spring,rural,high school,hiking,,,245,179,1,104400,2891,0,0
2024-09-01,0,43,fall,urban,master,swimming,,,180,131,2,44369,2125,0,0
2024-09-01,0,47,summer,urban,high school,skiing,,,68,54,2,27792,3644,1,1
2024-09-01,0,28,spring,urban,bachelor,swimming,,,256,271,0,87504,3688,1,1
2024-09-01,0,46,winter,suburban,high school,hiking,,,124,21,1,65309,1564,0,0
2024-09-01,2,32,winter,rural,bachelor,hiking,,,234,147,5,67845,3051,1,1
2024-09-01,0,61,winter,rural,master,swimming,,,10,203,9,34762,1898,1,0
2024-09-01,0,26,winter,rural,doctorate,sunbathing,,,78,28,3,95328,2447,1,0
2024-09-01,2,59,spring,rural,bachelor,hiking,,,52,237,4,79269,2151,0,1
2024-09-01,1,46,summer,rural,bachelor,swimming,,,104,91,3,70005,4199,0,1
2024-09-01,1,32,summer,rural,high school,swimming,,,214,117,4,45415,1274,0,0
2024-09-01,1,34,summer,urban,high school,sunbathing,,,142,262,3,110050,2607,1,1
2024-09-01,1,33,winter,suburban,bachelor,swimming,,,111,89,2,77624,3357,0,0
2024-09-01,2,39,spring,rural,master,hiking,,,7,26,6,115913,3089,1,1
2024-09-01,2,57,fall,rural,master,sunbathing,,,127,114,9,95390,2845,0,1
2024-09-01,1,66,fall,suburban,high school,sunbathing,,,223,178,8,59356,3215,1,0
2024-09-01,0,60,winter,suburban,master,sunbathing,,,182,238,3,59589,4105,0,0
2024-09-01,2,28,winter,rural,doctorate,swimming,,,140,116,4,115267,1014,1,1
2024-09-01,0,55,winter,urban,high school,skiing,,,153,31,7,59726,4187,1,1
2024-09-01,0,42,fall,rural,master,skiing,,,20,179,6,47375,3149,1,0
2024-09-01,0,47,summer,rural,doctorate,skiing,,,255,31,5,106998,3120,0,0
2024-09-01,1,19,spring,rural,doctorate,swimming,,,179,181,8,68670,2522,0,0
2024-09-01,1,18,fall,suburban,master,hiking,,,163,53,1,100641,1135,1,1
2024-09-01,1,69,summer,urban,high school,sunbathing,,,264,10,0,56001,4953,0,1
2024-09-01,0,55,summer,urban,doctorate,sunbathing,,,80,122,7,59431,4632,1,0
2024-09-01,0,54,fall,rural,doctorate,swimming,,,47,43,4,65623,658,0,0
2024-09-01,2,26,spring,urban,doctorate,skiing,,,268,231,6,59178,4609,1,0
2024-09-01,2,22,fall,suburban,bachelor,hiking,,,178,160,6,108534,2564,0,0
2024-09-01,1,67,summer,rural,high school,skiing,,,131,231,9,82025,3651,0,1
2024-09-01,2,41,summer,urban,high school,sunbathing,,,39,249,4,41238,713,1,1
2024-09-01,0,44,summer,suburban,master,hiking,,,85,225,1,85475,1036,1,1
2024-09-01,0,47,summer,suburban,bachelor,hiking,,,282,169,3,41570,3605,1,1
2024-09-01,0,68,spring,rural,high school,sunbathing,,,188,152,5,82603,3073,1,0
2024-09-01,1,32,spring,suburban,master,sunbathing,,,89,92,5,67036,681,0,0
2024-09-01,2,64,summer,suburban,high school,skiing,,,144,294,0,43245,646,0,0
2024-09-01,0,26,summer,suburban,doctorate,hiking,,,57,264,2,107899,684,1,0
2024-09-01,1,63,summer,urban,doctorate,sunbathing,,,147,243,4,39978,4676,1,0
2024-09-01,1,54,summer,suburban,doctorate,skiing,,,73,285,1,44093,4564,0,0
2024-09-01,2,47,spring,urban,bachelor,hiking,,,144,31,3,94988,2828,1,0
2024-09-01,0,66,fall,urban,master,skiing,,,299,77,4,43169,2376,0,1
2024-09-01,1,32,fall,rural,master,skiing,,,44,94,0,32421,771,1,0
2024-09-01,1,37,spring,urban,high school,sunbathing,,,172,87,9,34115,3281,1,0
2024-09-01,0,66,fall,suburban,doctorate,skiing,,,197,79,4,20641,3553,0,0
2024-09-01,1,42,winter,suburban,doctorate,skiing,,,51,9,3,89058,3610,1,0
2024-09-01,1,26,winter,suburban,doctorate,swimming,,,141,247,6,75193,552,1,1
2024-09-01,2,62,spring,urban,bachelor,hiking,,,277,270,4,59068,3050,0,1
2024-09-01,2,39,summer,rural,high school,skiing,,,45,39,0,101110,3868,0,1
2024-09-01,2,30,spring,urban,doctorate,hiking,,,126,168,0,37779,1228,0,1
2024-09-01,2,54,fall,suburban,high school,skiing,,,39,296,3,48799,4132,0,1
2024-09-01,2,45,spring,urban,bachelor,sunbathing,,,43,126,8,109393,3564,1,0
2024-09-01,0,31,summer,suburban,high school,swimming,,,146,272,7,79195,3859,0,0
2024-09-01,1,47,winter,urban,master,sunbathing,,,207,184,3,37731,1759,0,1
2024-09-01,0,56,spring,urban,high school,skiing,,,167,194,4,34077,4162,0,1
2024-09-01,0,22,winter,urban,bachelor,sunbathing,,,280,102,6,25270,3798,1,1
2024-09-01,2,29,fall,rural,doctorate,swimming,,,119,14,2,105099,4833,1,0
2024-09-01,0,52,winter,urban,bachelor,sunbathing,,,192,156,8,91143,4886,0,0
2024-09-01,1,58,spring,rural,master,sunbathing,,,59,247,9,83125,3935,0,0
2024-09-01,0,59,winter,rural,master,skiing,,,76,63,3,44190,4842,1,1
2024-09-01,0,18,winter,suburban,high school,sunbathing,,,97,181,8,66311,1059,1,0
2024-09-01,2,63,summer,rural,high school,hiking,,,237,87,2,114022,4210,1,1
2024-09-01,0,18,winter,rural,master,skiing,,,76,30,5,99569,2121,0,0
2024-09-01,0,59,spring,urban,doctorate,hiking,,,114,194,1,98845,3164,0,0
2024-09-01,2,60,fall,urban,doctorate,sunbathing,,,135,82,4,67461,4105,1,1
2024-09-01,1,37,fall,urban,master,swimming,,,41,201,2,74872,2077,0,0
2024-09-01,2,51,winter,urban,doctorate,sunbathing,,,10,274,4,74319,3187,1,0
2024-09-01,2,51,spring,urban,high school,hiking,,,89,215,8,65311,3997,0,1
2024-09-01,0,41,fall,urban,doctorate,skiing,,,200,145,9,73518,2754,1,1
2024-09-01,2,45,spring,rural,high school,skiing,,,274,262,3,55321,634,1,0
2024-09-01,2,28,summer,urban,doctorate,skiing,,,64,119,2,117669,1080,1,0
2024-09-01,1,25,spring,urban,high school,skiing,,,136,23,0,104972,1605,0,1
2024-09-01,0,52,spring,rural,master,sunbathing,,,205,228,1,53850,978,1,0
2024-09-01,1,58,summer,rural,master,swimming,,,210,261,0,43499,2383,1,1
2024-09-01,1,33,winter,rural,high school,hiking,,,267,71,1,56687,847,1,0
2024-09-01,2,33,spring,rural,doctorate,swimming,,,3,287,9,53177,1192,1,0
2024-09-01,1,59,spring,rural,high school,swimming,,,14,101,5,44903,1070,0,0
2024-09-01,1,23,spring,rural,doctorate,skiing,,,131,284,3,21178,1875,0,0
2024-09-01,2,37,winter,rural,bachelor,swimming,,,267,93,7,60154,4105,0,1
2024-09-01,2,69,fall,urban,high school,swimming,,,100,144,1,23698,1456,1,1
2024-09-01,0,69,fall,urban,master,sunbathing,,,243,231,4,96787,3777,0,0
2024-09-01,2,28,spring,urban,master,sunbathing,,,266,47,6,95389,3115,1,0
2024-09-01,2,25,summer,suburban,doctorate,swimming,,,143,138,0,51680,2286,0,0
2024-09-01,2,37,spring,urban,doctorate,hiking,,,75,172,1,43466,4952,0,1
2024-09-01,0,49,spring,rural,doctorate,sunbathing,,,58,164,0,105416,4221,1,1
2024-09-01,1,50,spring,rural,bachelor,hiking,,,114,259,4,72924,4498,1,0
2024-09-01,2,23,spring,urban,high school,swimming,,,266,159,9,86284,1323,0,1
2024-09-01,0,45,summer,rural,master,hiking,,,289,67,5,75583,2190,1,0
2024-09-01,2,25,spring,rural,high school,skiing,,,169,258,4,74129,4223,0,0
2024-09-01,1,31,spring,rural,bachelor,swimming,,,100,195,9,85071,4236,0,1
2024-09-01,1,20,summer,rural,high school,skiing,,,7,149,4,63526,2686,0,0
2024-09-01,2,19,winter,rural,master,hiking,,,78,6,0,105279,1831,1,0
2024-09-01,2,39,spring,urban,doctorate,hiking,,,132,131,0,50265,4235,1,1
2024-09-01,0,50,spring,urban,doctorate,hiking,,,13,218,1,51342,1865,1,0
2024-09-01,1,60,spring,urban,master,skiing,,,52,67,4,25764,2605,0,1
2024-09-01,2,38,summer,suburban,doctorate,swimming,,,255,267,8,90950,2196,0,1
2024-09-01,2,23,summer,rural,high school,skiing,,,8,202,2,77998,2767,0,0
2024-09-01,2,57,fall,suburban,high school,skiing,,,47,163,6,68241,3392,0,1
2024-09-01,2,24,fall,rural,high school,hiking,,,4,213,7,100197,3656,1,0
2024-09-01,0,23,summer,rural,bachelor,swimming,,,228,41,4,32519,2300,1,1
2024-09-01,0,67,summer,urban,bachelor,sunbathing,,,2,266,8,63883,832,1,0
2024-09-01,1,61,winter,urban,doctorate,sunbathing,,,213,0,3,51775,862,0,0
2024-09-01,1,25,spring,suburban,bachelor,skiing,,,204,165,0,24532,4392,0,0
2024-09-01,0,41,winter,urban,doctorate,swimming,,,120,39,7,45530,3747,0,0
2024-09-01,1,44,summer,rural,master,swimming,,,281,257,3,74146,4995,1,0
2024-09-01,0,68,summer,urban,high school,hiking,,,23,255,2,64184,4990,1,1
2024-09-01,2,45,winter,rural,bachelor,hiking,,,21,190,6,118360,2137,1,1
2024-09-01,2,22,spring,rural,high school,swimming,,,163,100,3,79366,4629,1,0
2024-09-01,0,36,summer,urban,doctorate,skiing,,,106,173,1,91474,3590,0,0
2024-09-01,2,26,fall,urban,doctorate,swimming,,,163,159,1,68656,2062,1,0
2024-09-01,2,42,fall,suburban,doctorate,swimming,,,284,164,9,32462,2648,1,1
2024-09-01,0,61,spring,rural,bachelor,sunbathing,,,62,78,5,67997,3309,1,0
2024-09-01,2,64,fall,rural,doctorate,swimming,,,200,231,1,93482,720,0,0
2024-09-01,1,62,fall,urban,bachelor,hiking,,,204,289,0,31682,4474,1,0
2024-09-01,2,30,winter,suburban,master,swimming,,,214,251,1,94136,3817,0,1
2024-09-01,1,54,winter,rural,bachelor,sunbathing,,,223,188,4,58800,1353,1,0
2024-09-01,0,19,winter,rural,bachelor,hiking,,,263,232,8,54742,3940,0,0
2024-09-01,1,68,summer,rural,master,hiking,,,137,104,8,41186,1847,0,1
2024-09-01,2,57,spring,suburban,master,skiing,,,188,47,1,85462,3809,1,0
2024-09-01,1,31,summer,urban,high school,sunbathing,,,197,62,7,60145,736,1,0
2024-09-01,2,48,fall,suburban,doctorate,skiing,,,200,148,4,51311,2618,1,0
2024-09-01,2,23,spring,rural,master,swimming,,,246,140,2,107529,2925,0,1
2024-09-01,1,42,fall,suburban,doctorate,sunbathing,,,118,264,2,103071,1061,0,1
2024-09-01,2,56,summer,suburban,doctorate,sunbathing,,,86,63,1,99001,4290,1,0
2024-09-01,1,63,spring,suburban,high school,swimming,,,135,130,2,62320,1397,1,1
2024-09-01,2,48,summer,suburban,doctorate,sunbathing,,,153,218,8,22344,2954,1,1
2024-09-01,0,55,spring,rural,master,swimming,,,147,169,9,67992,4137,1,0
2024-09-01,0,33,summer,suburban,doctorate,skiing,,,234,24,2,35032,3981,0,1
2024-09-01,1,44,winter,urban,master,swimming,,,33,1,5,52044,1747,1,1
2024-09-01,1,47,spring,suburban,doctorate,skiing,,,151,198,6,22075,2456,0,0
2024-09-01,0,21,fall,urban,high school,sunbathing,,,63,209,6,55219,4906,1,0
2024-09-01,0,56,winter,urban,master,sunbathing,,,280,226,3,58949,2232,0,1
2024-09-01,0,33,winter,urban,bachelor,sunbathing,,,89,127,0,116605,2640,1,0
2024-09-01,0,53,spring,rural,bachelor,skiing,,,60,201,4,42668,4410,0,0
2024-09-01,2,24,winter,suburban,master,hiking,,,83,169,5,98732,3507,0,0
2024-09-01,1,38,summer,urban,master,skiing,,,256,257,7,108095,1161,1,0
2024-09-01,1,19,spring,rural,master,skiing,,,287,117,4,48250,4638,0,0
2024-09-01,0,25,winter,suburban,doctorate,swimming,,,18,218,1,105654,2936,0,1
2024-09-01,1,59,spring,urban,doctorate,sunbathing,,,65,279,3,45654,2359,1,1
2024-09-01,1,44,winter,rural,high school,hiking,,,267,17,4,115498,4088,0,1
2024-09-01,2,19,fall,suburban,doctorate,hiking,,,269,54,8,25715,3626,1,1
2024-09-01,2,23,winter,urban,doctorate,hiking,,,57,289,7,55338,1177,1,0
2024-09-01,1,21,summer,suburban,high school,swimming,,,66,265,5,42384,4012,0,0
2024-09-01,2,38,winter,suburban,doctorate,swimming,,,284,76,3,55736,1767,0,1
2024-09-01,0,18,fall,suburban,doctorate,swimming,,,198,78,1,104003,1048,0,0
2024-09-01,1,55,summer,rural,bachelor,skiing,,,206,46,8,118541,2360,1,0
2024-09-01,2,29,winter,suburban,master,sunbathing,,,26,83,9,95436,4795,0,0
2024-09-01,2,44,spring,urban,doctorate,skiing,,,218,64,2,28866,3659,1,1
2024-09-01,1,31,spring,suburban,master,hiking,,,219,269,0,77368,2165,0,0
2024-09-01,1,32,summer,urban,high school,sunbathing,,,235,218,3,53409,3937,1,1
2024-09-01,0,41,fall,suburban,bachelor,hiking,,,235,199,4,37841,2719,1,0
2024-09-01,2,35,spring,rural,high school,sunbathing,,,256,14,7,28730,2717,0,1
2024-09-01,1,34,spring,suburban,doctorate,swimming,,,3,78,1,25041,1912,1,1
2024-09-01,2,26,winter,suburban,doctorate,swimming,,,223,231,1,50354,3439,0,0
2024-09-01,2,64,summer,rural,high school,swimming,,,58,69,7,78137,2385,1,0
2024-09-01,2,35,winter,urban,bachelor,skiing,,,193,104,8,95168,1848,0,1
2024-09-01,2,35,spring,urban,master,hiking,,,91,79,6,102819,4995,1,0
2024-09-01,1,22,spring,rural,bachelor,skiing,,,266,277,1,21729,521,0,1
2024-09-01,1,65,fall,rural,high school,sunbathing,,,93,275,7,80573,3105,1,1
2024-09-01,0,26,winter,suburban,doctorate,sunbathing,,,230,242,6,24808,1588,0,0
2024-09-01,1,52,spring,urban,doctorate,skiing,,,76,174,6,117768,3613,0,0
2024-09-01,2,61,summer,suburban,bachelor,skiing,,,29,189,5,25185,3211,0,1
2024-09-01,0,63,summer,suburban,doctorate,hiking,,,239,286,1,28375,1605,0,1
2024-09-01,1,18,summer,suburban,doctorate,skiing,,,261,157,5,51989,1240,1,0
2024-09-01,1,58,fall,rural,high school,skiing,,,49,131,0,85801,1812,0,0
2024-09-01,0,26,winter,suburban,doctorate,hiking,,,179,241,7,38855,2607,0,1
2024-09-01,1,49,fall,rural,high school,sunbathing,,,123,264,5,72807,3766,1,1
2024-09-01,1,37,winter,urban,master,skiing,,,294,204,8,105304,4748,1,0
2024-09-01,1,30,winter,rural,doctorate,swimming,,,158,146,8,72929,3971,1,0
2024-09-01,2,57,summer,rural,high school,hiking,,,275,166,0,35122,1793,0,1
2024-09-01,0,28,spring,rural,doctorate,swimming,,,141,64,5,113588,2688,0,1
2024-09-01,0,63,fall,urban,master,hiking,,,288,88,2,112471,4339,0,0
2024-09-01,2,65,winter,rural,bachelor,skiing,,,119,150,2,26127,2434,0,1
2024-09-01,0,60,summer,rural,bachelor,hiking,,,254,77,2,113884,3140,0,1
2024-09-01,1,68,winter,urban,master,hiking,,,33,286,2,70839,4138,0,0
2024-09-01,2,59,summer,suburban,high school,sunbathing,,,227,15,5,20479,3130,1,1
2024-09-01,2,43,fall,urban,master,hiking,,,45,92,1,118190,2999,1,1
2024-09-01,2,57,winter,suburban,high school,swimming,,,94,295,5,79909,3985,0,1
2024-09-01,0,28,summer,suburban,master,skiing,,,14,109,8,91466,3654,1,1
2024-09-01,2,42,summer,urban,master,skiing,,,237,53,7,38540,3505,0,0
2024-09-01,2,57,summer,rural,bachelor,swimming,,,97,22,4,106143,1923,1,1
2024-09-01,2,42,spring,rural,doctorate,sunbathing,,,174,113,2,117359,3771,1,0
2024-09-01,0,37,summer,rural,doctorate,skiing,,,263,148,3,48691,959,1,1
2024-09-01,0,59,spring,urban,doctorate,sunbathing,,,133,258,4,116002,1204,1,0
2024-09-01,0,66,fall,rural,bachelor,swimming,,,71,206,1,92550,4194,0,1
2024-09-01,2,28,spring,rural,doctorate,sunbathing,,,278,108,1,69832,4366,1,1
2024-09-01,1,61,fall,urban,doctorate,swimming,,,142,237,5,48617,3368,0,0
2024-09-01,0,27,summer,suburban,high school,sunbathing,,,264,200,0,77296,4037,0,1
2024-09-01,1,69,summer,urban,high school,sunbathing,,,202,143,2,112765,3877,1,1
2024-09-01,1,66,fall,rural,master,hiking,,,242,263,6,34157,1640,1,1
2024-09-01,0,20,fall,urban,bachelor,swimming,,,208,181,3,39405,1411,0,0
2024-09-01,0,56,winter,urban,master,hiking,,,210,235,3,35534,4125,1,0
2024-09-01,1,44,spring,urban,bachelor,skiing,,,200,66,1,24700,755,1,1
2024-09-01,0,52,fall,suburban,high school,skiing,,,197,115,2,39295,2087,0,1
2024-09-01,1,66,fall,urban,high school,sunbathing,,,272,8,0,118458,772,1,1
2024-09-01,1,57,summer,urban,high school,hiking,,,298,68,9,92288,3884,1,1
2024-09-01,2,48,spring,urban,master,skiing,,,155,101,7,67823,1256,0,0
2024-09-01,1,38,summer,suburban,bachelor,skiing,,,187,182,0,35814,2534,0,0
2024-09-01,2,39,fall,urban,high school,skiing,,,223,85,6,94865,1370,1,1
2024-09-01,2,36,winter,suburban,master,skiing,,,269,194,0,85145,778,1,0
2024-09-01,0,31,summer,suburban,high school,hiking,,,79,212,3,39962,1741,0,0
2024-09-01,0,54,spring,rural,master,hiking,,,254,104,5,115814,2360,1,0
2024-09-01,1,68,fall,rural,master,swimming,,,195,197,4,82245,1074,1,1
2024-09-01,0,62,winter,urban,bachelor,skiing,,,84,266,2,100872,3186,1,1
2024-09-01,0,67,summer,urban,bachelor,skiing,,,193,47,8,81014,3084,1,1
2024-09-01,0,40,winter,urban,high school,swimming,,,272,255,8,21255,3018,0,1
2024-09-01,0,43,summer,suburban,doctorate,skiing,,,8,261,7,56835,1005,0,0
2024-09-01,1,60,fall,urban,bachelor,skiing,,,276,105,7,80755,4226,0,1
2024-09-01,2,61,fall,urban,doctorate,skiing,,,78,80,7,117686,4549,0,1
2024-09-01,2,57,spring,suburban,doctorate,sunbathing,,,232,169,2,58447,2007,0,0
2024-09-01,2,29,summer,rural,master,skiing,,,131,161,4,22851,2875,0,0
2024-09-01,0,18,spring,suburban,high school,swimming,,,63,299,7,72269,1235,0,1
2024-09-01,0,67,spring,rural,doctorate,sunbathing,,,225,1,9,48931,2380,1,0
2024-09-01,1,51,winter,urban,doctorate,skiing,,,201,277,0,57182,4828,0,0
2024-09-01,2,61,winter,suburban,bachelor,sunbathing,,,138,187,8,27505,4727,1,1
2024-09-01,1,36,summer,suburban,bachelor,skiing,,,130,216,5,98804,557,0,0
2024-09-01,2,40,winter,suburban,doctorate,swimming,,,39,280,5,44790,4515,0,0
2024-09-01,1,24,spring,suburban,master,sunbathing,,,192,222,1,67669,4656,1,0
2024-09-01,1,24,spring,rural,high school,hiking,,,19,242,5,62960,2498,0,1
2024-09-01,1,18,fall,urban,high school,sunbathing,,,264,125,7,79896,2363,1,1
2024-09-01,2,35,winter,suburban,master,sunbathing,,,52,46,3,107530,4489,1,1
2024-09-01,0,25,winter,suburban,doctorate,skiing,,,127,39,0,94685,4819,1,0
2024-09-01,2,42,spring,urban,master,swimming,,,47,100,0,22929,4674,0,1
2024-09-01,0,59,spring,rural,master,hiking,,,7,110,0,20786,1170,0,1
2024-09-01,1,46,spring,urban,doctorate,skiing,,,189,261,6,52374,3935,0,1
2024-09-01,2,40,fall,urban,bachelor,skiing,,,258,82,4,38554,3152,0,1
2024-09-01,0,46,fall,urban,bachelor,swimming,,,189,74,9,47222,1116,0,0
2024-09-01,2,18,spring,rural,bachelor,hiking,,,240,111,4,118586,1929,0,1
2024-09-01,2,32,summer,suburban,high school,skiing,,,144,259,9,93745,1487,1,0
2024-09-01,2,32,spring,rural,master,swimming,,,250,39,4,42261,4856,1,1
2024-09-01,1,45,fall,urban,master,sunbathing,,,211,294,7,22568,3070,1,0
